"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-1047159","Source3",3,"2021-05-13 16:11:55","2021-05-13 18:42:10","31.577503000000004","-97.112877",NULL,NULL,"0.0","Right lane blocked due to accident on I-35 Southbound at US-77.","N Jack Kultgen Expy","Waco","McLennan","TX","76705","US","US/Central","KCNW","2021-05-13 15:55:00","73.0","73.0","53.0","29.74","10.0","NE","6.0",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,True,False,"Day","Day","Day","Day"
"A-1275348","Source2",3,"2020-11-09 19:30:49","2020-11-09 20:30:15","31.46245200000001","-97.169685",NULL,NULL,"0.0","One lane blocked due to accident on I-35 Northbound at Alliance Pkwy.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2020-11-09 19:55:00","68.0","68.0","73.0","29.37","10.0","SE","5.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-1464039","Source2",3,"2020-05-08 08:11:00","2020-05-08 09:10:34","31.5837","-97.110001",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 337.","I-35 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2020-05-08 07:55:00","75.0","75.0","78.0","29.33","10.0","S","12.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1606239","Source2",3,"2020-01-22 07:26:00","2020-01-22 07:55:01","31.640078999999997","-97.096222",NULL,NULL,"0.0","Middle lane blocked due to accident on I-35 Northbound at Exit 342B.","I-35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2020-01-22 07:55:00","41.0","36.0","100.0","29.61","5.0","ESE","7.0",NULL,"Light Rain",False,False,False,False,True,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1659405","Source2",3,"2020-02-20 13:29:27","2020-02-20 15:55:36","31.550541","-97.122353",NULL,NULL,"0.2700000107288361","Accident on entry ramp to 8th St Northbound from I-35 Southbound.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2020-02-20 13:55:00","50.0","50.0","71.0","29.97","10.0","N","16.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,True,False,"Day","Day","Day","Day"
"A-1661648","Source2",3,"2020-02-21 15:29:51","2020-02-21 16:14:20","31.549009","-97.12442",NULL,NULL,"0.0","Accident on I-35 svc Rd Northbound at 6th St.","S 6th St","Waco","McLennan","TX","76706-1121","US","US/Central","KCNW","2020-02-21 15:55:00","48.0","46.0","50.0","30.06","10.0","NE","6.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1729865","Source2",3,"2019-12-20 16:49:55","2019-12-20 19:10:50","31.55456","-97.12091099999999",NULL,NULL,"0.6299999952316284","Accident on exit ramp from I-35 Southbound at Exit 335A to 8th St Southbound.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2019-12-20 16:55:00","46.0","43.0","93.0","29.77","3.0","SE","7.0",NULL,"Light Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1785068","Source2",3,"2019-10-29 18:29:35","2019-10-29 18:58:49","31.562298","-97.116928",NULL,NULL,"0.0","One lane blocked due to accident on I-35 Southbound at Exit 335C TX-574-LOOP Martin Luther King Jr Blvd.","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2019-10-29 18:55:00","48.0","44.0","100.0","29.47","5.0","NNW","9.0",NULL,"Drizzle",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1886544","Source2",3,"2019-08-31 12:09:12","2019-08-31 13:25:56","31.61187","-97.10296600000001",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 339.","I-35 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-08-31 11:55:00","84.0","84.0","62.0","29.57","10.0","NE","13.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1890442","Source2",3,"2019-09-03 19:32:02","2019-09-03 20:26:48","31.5432","-97.126778",NULL,NULL,"0.0","Two lane blocked due to accident on I-35 Northbound at 11th St.","S 11th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2019-09-03 19:55:00","90.0","90.0","40.0","29.43","10.0","E","6.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1901230","Source2",3,"2019-09-09 17:39:54","2019-09-09 18:55:16","31.495621000000003","-97.149117",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 331.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2019-09-09 17:55:00","99.0","99.0","27.0","29.41","10.0","SE","13.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1935913","Source2",3,"2019-08-27 12:41:17","2019-08-27 14:14:17","31.50811","-97.143127",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 331 Jack Kultgen Expy.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2019-08-27 12:55:00","77.0","77.0","83.0","29.52","10.0","ENE","12.0",NULL,"Thunder in the Vicinity",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1954666","Source2",2,"2019-07-07 14:22:06","2019-07-07 15:09:14","31.4837","-97.156448",NULL,NULL,"0.0","Right hand shoulder blocked due to accident on I-35 Northbound at Exit 330A.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2019-07-07 13:55:00","93.0","93.0","49.0","29.49","10.0","SW","5.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1965937","Source2",2,"2019-07-13 19:23:24","2019-07-13 22:05:00","31.604522999999997","-97.106239",NULL,NULL,"0.0","Accident on I-35 Northbound at N loop 340.","I-35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-07-13 18:55:00","90.0","90.0","55.0","29.3","10.0","NNE","9.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1983192","Source2",2,"2019-07-23 16:43:25","2019-07-23 17:59:11","31.548071000000004","-97.124939",NULL,NULL,"0.0","Accident on 7th St at I-35.","S 7th St","Waco","McLennan","TX","76706-1132","US","US/Central","KCNW","2019-07-23 16:55:00","90.0","90.0","31.0","29.54","10.0","N","12.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2001851","Source2",3,"2019-08-02 13:01:40","2019-08-02 15:32:06","31.568609000000002","-97.11563100000001",NULL,NULL,"0.0","Accident on I-35 Northbound at Forrest St.","Forrest St","Waco","McLennan","TX","76704","US","US/Central","KCNW","2019-08-02 12:55:00","95.0","95.0","44.0","29.51","10.0","S","7.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2001858","Source2",3,"2019-08-02 14:42:34","2019-08-02 17:10:00","31.584742","-97.109299",NULL,NULL,"0.0","Restrictions due to accident on I-35 Southbound at US-84.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-08-02 14:55:00","95.0","95.0","41.0","29.47","10.0","ESE","5.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,True,False,"Day","Day","Day","Day"
"A-2003882","Source2",3,"2019-08-04 15:12:47","2019-08-04 17:38:57","31.591820000000002","-97.109177",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 338B.","I-35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-08-04 14:55:00","91.0","91.0","46.0","29.43","10.0","CALM","0.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2020415","Source2",3,"2019-08-13 04:04:45","2019-08-13 06:18:18","31.639244","-97.096413",NULL,NULL,"0.0","Left & center lane blocked due to accident on I-35 Southbound at FM-2417 Crest Dr.","E Crest Dr","Waco","McLennan","TX","76705-1163","US","US/Central","KCNW","2019-08-13 06:55:00","79.0","79.0","89.0","29.41","10.0","SSE","9.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2020565","Source2",3,"2019-08-13 17:43:32","2019-08-13 19:43:07","31.54702","-97.12554899999999",NULL,NULL,"0.0","Accident on I-35 SVC Rd Southbound at 8th St.","S 8th St","Waco","McLennan","TX","76706-1145","US","US/Central","KCNW","2019-08-13 17:55:00","100.0","100.0","31.0","29.36","10.0","ESE","5.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2294501","Source2",3,"2019-02-19 13:41:30","2019-02-19 14:10:51","31.650852","-97.100037",NULL,NULL,"0.0","Earlier accident on I-35 Northbound at Exits 342A 343 US-77-BR New Dallas Hwy.","Old Dallas Rd","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-02-19 13:55:00","39.2","33.0","93.0","29.98","3.0","NNE","9.2",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2385257","Source2",3,"2018-12-07 16:38:33","2018-12-07 17:07:58","31.584826","-97.109764",NULL,NULL,"0.0","Slow traffic and lane blocked due to accident on I-35 both ways at Waco Dr.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-12-07 16:50:00","46.4","41.1","100.0","30.21","7.0","North","11.5",NULL,"Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2490160","Source2",3,"2018-10-01 20:21:40","2018-10-01 20:51:17","31.536054999999998","-97.12960799999999",NULL,NULL,"1.690000057220459","#1 #2 lane blocked due to accident on I-35 Southbound between 5th St and US-77 18th St.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-10-01 19:55:00","75.2",NULL,"83.0","30.08","10.0","SE","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Day"
"A-2514753","Source2",3,"2018-10-12 16:10:55","2018-10-12 16:55:40","31.560323999999998","-97.117317",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Southbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-10-12 15:45:00","80.6",NULL,"54.0","29.88","10.0","South","10.4",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2570253","Source2",3,"2018-09-07 07:54:36","2018-09-07 08:24:03","31.536054999999998","-97.12960799999999",NULL,NULL,"0.0","Right hand shoulder blocked due to accident on I-35 Northbound at 18th St. Emergency vehicles at scene.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-09-07 07:45:00","73.4",NULL,"100.0","30.02","10.0","Calm",NULL,NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2682673","Source2",4,"2018-07-02 21:06:24","2018-07-02 22:05:48","31.550119","-97.123184",NULL,NULL,"1.6799999475479126","Main roadway closed due to accident on I-35 Frontage Rd Northbound between US-77 18th St and 5th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-07-02 20:55:00","89.6",NULL,"43.0","29.9","10.0","SE","4.6",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Day","Day"
"A-2703179","Source2",1,"2018-07-13 22:46:27","2018-07-13 23:46:27","31.609665000000003","-97.10096",NULL,NULL,"0.0","Accident on Development Blvd in Waco.","Development Blvd","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-07-13 22:55:00","84.2",NULL,"55.0","30.05","10.0","SSE","6.9",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2736964","Source2",3,"2018-06-01 14:46:24","2018-06-01 15:31:24","31.620407","-97.098618",NULL,NULL,"0.0","Queueing traffic due to accident on I-35 Northbound at Exit 341 Crescent St.","I-35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-06-01 14:55:00","95.0",NULL,"41.0","29.87","10.0","South","10.4",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2764099","Source2",3,"2018-06-15 14:53:26","2018-06-15 15:22:58","31.5422","-97.12718199999999",NULL,NULL,"0.0","Accident on I-35 Southbound at 12th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-06-15 14:55:00","95.0",NULL,"36.0","29.9","10.0","SSE","9.2",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2833388","Source2",3,"2018-05-18 18:28:11","2018-05-18 18:58:11","31.611134000000003","-97.10305799999999",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 339.","US-77 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-05-18 18:55:00","89.6",NULL,"40.0","29.72","10.0","SSE","10.4",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2886426","Source2",3,"2018-04-15 11:40:57","2018-04-15 12:25:34","31.560323999999998","-97.117317",NULL,NULL,"0.0","One lane blocked due to accident on I-35 Southbound at Exit 335C Jack Kultgen Expy.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-04-15 11:55:00","59.0",NULL,"27.0","30.26","10.0","NNW","11.5",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2957269","Source2",3,"2018-03-20 16:30:28","2018-03-20 17:00:10","31.53637100000001","-97.129501",NULL,NULL,"1.6499999761581419","Left lane blocked due to accident on I-35 Southbound from Exits 334B 335A 335B 4th St to Exit 334 US-77.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-03-20 16:55:00","68.0",NULL,"24.0","30.02","10.0","NW","13.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3014179","Source2",3,"2018-02-15 17:05:42","2018-02-15 17:35:20","31.560323999999998","-97.117317",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Upper Deck Northbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-02-15 16:55:00","77.0",NULL,"65.0","29.98","10.0","SSW","18.4",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3086810","Source2",2,"2018-01-25 15:43:37","2018-01-25 16:43:25","31.5422","-97.12718199999999",NULL,NULL,"0.0","Accident on 12th St at I-35.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-01-25 15:50:00","66.2",NULL,"14.0","30.3","10.0","SSE","11.5",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3089350","Source2",3,"2018-01-26 19:29:11","2018-01-26 19:58:48","31.560323999999998","-97.117317",NULL,NULL,"0.0","#1 lane blocked due to accident on I-35 Southbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-01-26 19:55:00","64.4",NULL,"77.0","30.15","10.0","South","6.9",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-3107940","Source2",3,"2017-12-05 19:31:55","2017-12-05 20:01:40","31.560323999999998","-97.117317",NULL,NULL,"0.0","#1 lane blocked due to accident on I-35 Southbound at Exit 335C Jack Kultgen Expy.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-12-05 19:55:00","50.0",NULL,"37.0","30.32","10.0","North","13.8",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-3193895","Source2",3,"2017-11-19 14:16:31","2017-11-19 15:46:31","31.531654","-97.131027",NULL,NULL,"0.0","Slow traffic due to accident on I-35 Southbound at Exit 334 US-77.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-11-19 13:55:00","64.4",NULL,"24.0","30.28","10.0","North","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3193896","Source2",3,"2017-11-19 14:41:57","2017-11-19 15:11:25","31.524725","-97.134026",NULL,NULL,"0.0","Slow traffic due to accident on I-35 Northbound at Valley Mills Dr.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-11-19 13:55:00","64.4",NULL,"24.0","30.28","10.0","North","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3216340","Source2",3,"2017-10-01 17:53:32","2017-10-01 18:23:11","31.569109","-97.11644",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 336 Forrest St.","US-77 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-10-01 17:55:00","87.8",NULL,"27.0","29.88","10.0","South","8.1",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3272531","Source2",3,"2017-10-27 17:42:47","2017-10-27 18:12:30","31.5422","-97.12718199999999",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Upper Deck Southbound at 12th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-10-27 17:55:00","48.2",NULL,"50.0","30.13","10.0","NNW","15.0",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3311526","Source2",2,"2017-09-15 20:28:39","2017-09-15 20:58:31","31.558086","-97.109024",NULL,NULL,"0.0","Accident on Martin Luther King Jr Blvd at 7th St.","S Martin Luther King Jr Blvd","Waco","Mclennan","TX","76704-2934","US","US/Central","KCNW","2017-09-15 20:55:00","82.4",NULL,"58.0","29.89","10.0","SSE","4.6",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Day"
"A-3378531","Source2",2,"2017-08-15 19:34:36","2017-08-15 20:04:25","31.559578000000002","-97.11269399999999",NULL,NULL,"0.0","Accident on Martin Luther King Jr Blvd at 4th St.","E 4th St","Waco","Mclennan","TX","76704-2901","US","US/Central","KCNW","2017-08-15 19:55:00","91.4",NULL,"43.0","29.79","10.0","SSE","9.2",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3399546","Source2",3,"2017-08-24 20:22:06","2017-08-24 20:51:50","31.542198","-97.127411",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 334 US-77.","US-77 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-08-24 19:55:00","86.0",NULL,"62.0","29.85","10.0","Calm",NULL,NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Day","Day","Day"
"A-3403648","Source2",3,"2017-08-26 19:00:48","2017-08-26 19:30:20","31.550119","-97.123184",NULL,NULL,"0.0","Accident on I-35 Southbound at 5th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-08-26 18:55:00","75.2",NULL,"94.0","29.93","10.0","NE","13.8",NULL,"Light Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3437335","Source1",2,"2016-10-18 09:40:06","2016-10-18 15:40:06","31.47616","-97.16114","31.50079","-97.14638","1.911","At TX-340-loop - Accident.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2016-10-18 09:50:00","80.6",NULL,"70.0","29.89","10.0","SSW","17.3",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3690688","Source1",2,"2023-03-30 15:46:50","2023-03-30 17:01:23","31.61323","-97.060456","31.616804","-97.052669","0.52","Stationary traffic on US-84 E from TX-340 Loop/James Connally Rd (Bellmead Dr/US-84) to TX-31 (US-84) due to accident."," E Highway 84","Waco","McLennan","TX","76705","US","US/Central","KCNW","2023-03-30 15:55:00","73.0","73.0","78.0","29.4","7.0","SE","12.0",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-4514914","Source1",4,"2022-12-12 20:23:00","2022-12-13 03:45:00","31.545366","-97.125882","31.556285","-97.119661","0.8390000000000001","Incident on I-35 NB near FM-434 Road closed. Take alternate route.","I-35","Waco","McLennan","TX","76706","US","US/Central","KCNW","2022-12-12 19:55:00","66.0","66.0","94.0","29.33","5.0","SE","14.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-4565507","Source1",4,"2022-10-11 07:16:00","2022-10-11 12:45:00","31.625824","-97.096329","31.618282","-97.099921","0.562","Incident on I-35 SB near TX-340-LOOP Road closed. Take alternate route.","I-35 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2022-10-11 06:55:00","63.0","63.0","82.0","29.6","10.0","CALM","0.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Day","Day","Day"
"A-4902960","Source1",2,"2022-10-11 08:22:00","2022-10-11 12:45:00","31.625824","-97.096329","31.602256","-97.1076","1.758","Incident on I-35 SB near TX-340-LOOP Road closed. Take alternate route.","I-35 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2022-10-11 07:55:00","59.0","59.0","88.0","29.6","10.0","CALM","0.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-5237526","Source1",2,"2022-12-12 22:33:00","2022-12-12 22:45:00","31.549507","-97.123545","31.55413","-97.120932","0.355","Slow traffic on I-35 N - US-77 N from Dutton Ave/Exit 335A (I-35) to University Parks Dr/Exit 335B (I-35) due to accident.","I-35","Waco","McLennan","TX","76706","US","US/Central","KCNW","2022-12-12 22:55:00","68.0","68.0","88.0","29.31","7.0","SE","12.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-5365090","Source1",2,"2022-10-11 08:22:00.000000000","2022-10-11 12:00:00.000000000","31.614455","-97.101758","31.614562","-97.100918","0.05","Accident"," Meyers Ln","Waco","McLennan","TX","76705","US","US/Central","KCNW","2022-10-11 07:55:00","59.0","59.0","88.0","29.6","10.0","CALM","0.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-5635205","Source1",2,"2021-04-01 16:17:00","2021-04-01 23:31:01","31.596604585496927","-97.1089589591164","31.60792458549692","-97.1046089591164","0.823","Incident on I-35 NB near N LOOP 340 Expect long delays.","I-35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2021-04-01 15:55:00","66.0","66.0","21.0","29.94","10.0","CALM","0.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1778319","Source2",3,"2019-10-25 11:41:32","2019-10-25 12:42:45","31.584551","-97.10994000000001",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 338A.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-10-25 11:55:00","48.0","42.0","82.0","29.64","10.0","NW","16.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1778336","Source2",4,"2019-10-25 13:01:46","2019-10-25 14:17:05","31.584742","-97.109299",NULL,NULL,"2.220000028610229","Main roadway closed due to accident on I-35 Southbound between TX-340-LOOP and Waco Dr.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-10-25 12:55:00","50.0","50.0","76.0","29.59","10.0","NW","12.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,True,False,"Day","Day","Day","Day"
"A-1830611","Source2",3,"2019-11-19 12:08:33","2019-11-19 13:53:08","31.524719","-97.133186",NULL,NULL,"0.0","#1 #2 lane blocked due to accident on I-35 Southbound at US-77 Robinson Dr.","Interstate 35 S","Waco","McLennan","TX","76706-3813","US","US/Central","KCNW","2019-11-19 11:55:00","68.0","68.0","46.0","29.47","10.0","CALM","0.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1980989","Source2",3,"2019-07-22 21:47:25","2019-07-22 22:49:11","31.549009","-97.12442",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Northbound at 6th St.","S 6th St","Waco","McLennan","TX","76706-1121","US","US/Central","KCNW","2019-07-22 21:55:00","86.0","86.0","62.0","29.49","10.0","NE","5.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Day"
"A-2079917","Source2",3,"2019-06-30 15:41:39","2019-06-30 16:41:39","31.587128000000003","-97.110085",NULL,NULL,"0.0","Accident on I-35 Southbound at Briarwood Ln.","Interstate 35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-06-30 15:55:00","88.0","88.0","46.0","29.48","10.0","CALM","0.0",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2164728","Source2",3,"2019-04-12 17:16:19","2019-04-12 17:45:47","31.560793","-97.117393",NULL,NULL,"0.0","Accident on I-35 Northbound at Martin Luther King Jr Blvd.","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2019-04-12 16:55:00","73.0","73.0","38.0","29.29","10.0","E","7.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2288537","Source2",3,"2019-02-15 18:46:13","2019-02-15 19:16:02","31.627876","-97.096069",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 340 Craven Ave.","Interstate 35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-02-15 18:55:00","73.4",NULL,"44.0","29.72","10.0","North","8.1",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Day","Day"
"A-2289903","Source2",3,"2019-02-15 23:58:49","2019-02-16 00:28:17","31.5432","-97.126778",NULL,NULL,"0.0","Three lanes blocked due to accident on I-35 Southbound at 11th St.","S 11th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2019-02-15 22:55:00","50.0",NULL,"62.0","29.9","10.0","North","10.4",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2383050","Source2",3,"2018-12-06 19:13:51","2018-12-06 19:43:32","31.584826","-97.109764",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Southbound at US-84.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-12-06 18:50:00","53.6",NULL,"100.0","30.22","2.0","NNW","4.6",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
